Paths,S8->Li2S4-Edge 1,S8->Li2S4-Edge 2,S8->Li2S4-Edge 3,S8->Li2S4-Edge 4,S8->Li2S4-Edge 5,S8->Li2S4-Edge 6,S8->Li2S4-Edge 7,S8->Li2S4-Edge 8,S8->Li2S4-Edge 9,Li2S4->Li2S-Edge 1,Li2S4->Li2S-Edge 2,Li2S4->Li2S-Edge 3,Li2S4->Li2S-Edge 4,Li2S4->Li2S-Edge 5,Li2S4->Li2S-Edge 6,Energy_barrier(eV),sum,sum_positive_except_max
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,-0.413,0.836,0.003,0.287,0.188,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.744,4.168
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,-0.413,0.836,0.003,0.287,0.188,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.744,4.168
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,-0.413,0.836,0.003,0.287,0.188,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.745,4.169
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,-0.413,0.836,0.003,0.287,0.188,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.744,3.329
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,0.487,-0.907,0.003,0.287,1.03,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.743,3.631
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,0.487,-0.907,0.003,0.287,1.03,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.743,3.631
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,0.487,-0.907,0.003,0.287,1.03,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.744,3.632
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,0.487,-0.907,0.003,0.287,1.03,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.743,2.792
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.046,0.287,-0.18,0.836,0.003,0.287,0.955,-0.166,1.12,0.836,0.003,-1.288,1.12,0.743,3.494
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.046,0.287,-0.18,0.836,0.003,0.287,0.955,-0.166,1.12,-0.191,1.03,-1.288,1.12,0.743,3.685
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.046,0.287,-0.18,0.836,0.003,0.287,0.502,0.287,1.12,0.836,0.003,-1.288,1.12,0.743,3.328
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.046,0.287,-0.18,0.836,0.003,0.287,0.502,0.287,1.12,-0.191,1.03,-1.288,1.12,0.743,3.519
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.046,0.287,-0.18,0.836,0.003,0.287,0.955,-0.166,1.12,0.523,0.316,-1.288,1.12,0.743,3.494
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.413,0.836,0.003,0.287,0.188,0.287,0.955,-0.166,1.12,0.836,0.003,-1.288,1.12,0.744,3.682
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.413,0.836,0.003,0.287,0.188,0.287,0.955,-0.166,1.12,-0.191,1.03,-1.288,1.12,0.744,3.873
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.413,0.836,0.003,0.287,0.188,0.287,0.502,0.287,1.12,0.836,0.003,-1.288,1.12,0.744,3.516
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.413,0.836,0.003,0.287,0.188,0.287,0.502,0.287,1.12,-0.191,1.03,-1.288,1.12,0.744,3.707
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.413,0.836,0.003,0.287,0.188,0.287,0.955,-0.166,1.12,0.523,0.316,-1.288,1.12,0.744,3.682
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.893,-0.166,1.12,0.836,0.003,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.12,0.743,4.161
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.893,-0.166,1.12,0.836,0.003,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.12,0.743,4.161
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.893,-0.166,1.12,0.836,0.003,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.12,0.744,4.162
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.893,-0.166,1.12,0.836,0.003,0.287,0.955,-0.166,1.12,0.836,0.003,-1.288,1.12,0.743,3.207
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.893,-0.166,1.12,0.836,0.003,0.287,0.955,-0.166,1.12,-0.191,1.03,-1.288,1.12,0.743,3.398
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.893,-0.166,1.12,0.836,0.003,0.287,0.502,0.287,1.12,0.836,0.003,-1.288,1.12,0.743,3.041
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.893,-0.166,1.12,0.836,0.003,0.287,0.502,0.287,1.12,-0.191,1.03,-1.288,1.12,0.743,3.232
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.893,-0.166,1.12,0.836,0.003,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.12,0.743,4.352
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.893,-0.166,1.12,0.836,0.003,0.287,0.955,-0.166,1.12,0.523,0.316,-1.288,1.12,0.743,3.207
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.09,0.287,0.487,-0.907,0.003,0.287,1.03,0.287,0.955,-0.166,1.12,0.836,0.003,-1.288,1.12,0.743,4.175
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,0.487,-0.907,0.003,0.287,1.03,0.287,0.955,-0.166,1.12,-0.191,1.03,-1.288,1.12,0.743,4.366
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.09,0.287,0.487,-0.907,0.003,0.287,1.03,0.287,0.502,0.287,1.12,0.836,0.003,-1.288,1.12,0.743,4.009
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,0.487,-0.907,0.003,0.287,1.03,0.287,0.502,0.287,1.12,-0.191,1.03,-1.288,1.12,0.743,4.2
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.101,-0.09,0.287,0.487,-0.907,0.003,0.287,1.03,0.287,0.955,-0.166,1.12,0.523,0.316,-1.288,1.12,0.743,4.175
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,0.185,0.287,0.188,0.287,0.955,-0.166,1.12,0.836,0.003,-1.288,1.12,0.744,3.867
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,0.185,0.287,0.188,0.287,0.955,-0.166,1.12,-0.191,1.03,-1.288,1.12,0.744,4.058
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,0.185,0.287,0.188,0.287,0.502,0.287,1.12,0.836,0.003,-1.288,1.12,0.744,3.701
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,0.185,0.287,0.188,0.287,0.502,0.287,1.12,-0.191,1.03,-1.288,1.12,0.744,3.892
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,0.185,0.287,0.188,0.287,0.955,-0.166,1.12,0.523,0.316,-1.288,1.12,0.744,3.867
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,-0.18,-0.191,1.03,0.287,0.955,-0.166,1.12,0.836,0.003,-1.288,1.12,0.743,4.237
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,-0.18,-0.191,1.03,0.287,0.955,-0.166,1.12,-0.191,1.03,-1.288,1.12,0.743,4.428
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,-0.18,-0.191,1.03,0.287,0.502,0.287,1.12,0.836,0.003,-1.288,1.12,0.743,4.071
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,-0.18,-0.191,1.03,0.287,0.502,0.287,1.12,-0.191,1.03,-1.288,1.12,0.743,4.262
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,-0.18,-0.191,1.03,0.287,0.955,-0.166,1.12,0.523,0.316,-1.288,1.12,0.743,4.237
S8* -> *Li2S8 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.688,-0.191,1.03,0.287,-0.18,0.836,0.003,0.287,0.955,-0.166,1.12,0.836,0.003,-1.288,1.12,0.743,4.237
S8* -> *Li2S8 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,-0.191,1.03,0.287,-0.18,0.836,0.003,0.287,0.955,-0.166,1.12,-0.191,1.03,-1.288,1.12,0.743,4.428
S8* -> *Li2S8 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.688,-0.191,1.03,0.287,-0.18,0.836,0.003,0.287,0.502,0.287,1.12,0.836,0.003,-1.288,1.12,0.743,4.071
S8* -> *Li2S8 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,-0.191,1.03,0.287,-0.18,0.836,0.003,0.287,0.502,0.287,1.12,-0.191,1.03,-1.288,1.12,0.743,4.262
S8* -> *Li2S8 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.101,-0.688,-0.191,1.03,0.287,-0.18,0.836,0.003,0.287,0.955,-0.166,1.12,0.523,0.316,-1.288,1.12,0.743,4.237
S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-1.171,-0.166,1.12,0.836,0.003,0.287,0.188,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.12,0.743,4.349
S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-1.171,-0.166,1.12,0.836,0.003,0.287,0.188,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.12,0.743,4.349
S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-1.171,-0.166,1.12,0.836,0.003,0.287,0.188,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.12,0.744,4.35
S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-1.171,-0.166,1.12,0.836,0.003,0.287,0.188,0.287,0.955,-0.166,1.12,0.836,0.003,-1.288,1.12,0.743,3.395
S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-1.171,-0.166,1.12,0.836,0.003,0.287,0.188,0.287,0.955,-0.166,1.12,-0.191,1.03,-1.288,1.12,0.743,3.586
S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-1.171,-0.166,1.12,0.836,0.003,0.287,0.188,0.287,0.502,0.287,1.12,0.836,0.003,-1.288,1.12,0.743,3.229
S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-1.171,-0.166,1.12,0.836,0.003,0.287,0.188,0.287,0.502,0.287,1.12,-0.191,1.03,-1.288,1.12,0.743,3.42
S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-1.171,-0.166,1.12,0.836,0.003,0.287,0.188,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.12,0.743,4.54
S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.101,-1.171,-0.166,1.12,0.836,0.003,0.287,0.188,0.287,0.955,-0.166,1.12,0.523,0.316,-1.288,1.12,0.743,3.395
S8* -> *Li2S8 -> *LiS4 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-1.134,-0.018,0.003,0.287,1.12,-0.191,1.03,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.12,0.743,4.355
